Time,Date,Time,Temp,Ch1,Ch2,Ch3,Ch4
26179,27-06-2024,13:22:13,18.63,8.763,8.856,8.535,9.078
26180,27-06-2024,13:22:17,18.632,8.767,8.859,8.54,9.083
26181,27-06-2024,13:22:21,18.63,8.773,8.86,8.541,9.086
26182,27-06-2024,13:22:25,18.633,8.769,8.854,8.542,9.086
26183,27-06-2024,13:22:29,18.632,8.775,8.859,8.548,9.086
26184,27-06-2024,13:22:34,18.633,8.77,8.865,8.552,9.092
26185,27-06-2024,13:22:37,18.638,8.771,8.861,8.555,9.09
26186,27-06-2024,13:22:42,18.637,8.778,8.866,8.562,9.089
26187,27-06-2024,13:22:46,18.639,8.783,8.872,8.558,9.09
26188,27-06-2024,13:22:49,18.64,8.783,8.862,8.568,9.097
26189,27-06-2024,13:22:54,18.64,8.782,8.867,8.569,9.094
26190,27-06-2024,13:22:58,18.641,8.78,8.866,8.563,9.088
26191,27-06-2024,13:23:02,18.64,8.786,8.867,8.577,9.1
26192,27-06-2024,13:23:06,18.637,8.786,8.874,8.576,9.097
26193,27-06-2024,13:23:10,18.641,8.79,8.873,8.579,9.102
26194,27-06-2024,13:23:14,18.641,8.783,8.872,8.576,9.096
26195,27-06-2024,13:23:17,18.645,8.789,8.878,8.581,9.102
26196,27-06-2024,13:23:22,18.646,8.791,8.872,8.586,9.1
26197,27-06-2024,13:23:26,18.645,8.793,8.881,8.592,9.104
26198,27-06-2024,13:23:30,18.646,8.792,8.88,8.596,9.105
26199,27-06-2024,13:23:34,18.646,8.8,8.879,8.602,9.107
26200,27-06-2024,13:23:38,18.645,8.796,8.891,8.598,9.106
26201,27-06-2024,13:23:42,18.648,8.802,8.884,8.602,9.111
26202,27-06-2024,13:23:46,18.647,8.799,8.887,8.605,9.115
26203,27-06-2024,13:23:50,18.648,8.798,8.885,8.612,9.117
26204,27-06-2024,13:23:54,18.65,8.8,8.883,8.616,9.113
26205,27-06-2024,13:23:58,18.649,8.801,8.888,8.618,9.121
26206,27-06-2024,13:24:02,18.651,8.801,8.892,8.619,9.124
26207,27-06-2024,13:24:06,18.649,8.808,8.897,8.624,9.122
26208,27-06-2024,13:24:10,18.653,8.806,8.887,8.629,9.117
26209,27-06-2024,13:24:14,18.653,8.811,8.896,8.627,9.118
26210,27-06-2024,13:24:18,18.655,8.803,8.893,8.633,9.124
26211,27-06-2024,13:24:22,18.656,8.806,8.899,8.633,9.127
26212,27-06-2024,13:24:26,18.653,8.802,8.901,8.636,9.131
26213,27-06-2024,13:24:30,18.656,8.806,8.895,8.639,9.127
26214,27-06-2024,13:24:34,18.657,8.809,8.897,8.636,9.123
26215,27-06-2024,13:24:38,18.654,8.813,8.901,8.636,9.126
26216,27-06-2024,13:24:42,18.657,8.815,8.905,8.65,9.123
26217,27-06-2024,13:24:46,18.655,8.814,8.899,8.647,9.129
26218,27-06-2024,13:24:50,18.659,8.811,8.906,8.652,9.132
26219,27-06-2024,13:24:54,18.659,8.824,8.906,8.655,9.128
26220,27-06-2024,13:24:58,18.659,8.82,8.907,8.654,9.132
26221,27-06-2024,13:25:02,18.662,8.827,8.907,8.657,9.13
26222,27-06-2024,13:25:06,18.662,8.824,8.906,8.661,9.131
26223,27-06-2024,13:25:10,18.659,8.83,8.915,8.66,9.134
26224,27-06-2024,13:25:14,18.662,8.833,8.91,8.66,9.135
26225,27-06-2024,13:25:18,18.665,8.833,8.912,8.668,9.136
26226,27-06-2024,13:25:22,18.666,8.831,8.91,8.67,9.135
26227,27-06-2024,13:25:26,18.665,8.835,8.918,8.67,9.133
26228,27-06-2024,13:25:30,18.669,8.846,8.924,8.675,9.14
26229,27-06-2024,13:25:34,18.668,8.846,8.915,8.675,9.139
26230,27-06-2024,13:25:38,18.668,8.841,8.914,8.675,9.137
26231,27-06-2024,13:25:42,18.668,8.852,8.921,8.679,9.142
26232,27-06-2024,13:25:46,18.67,8.849,8.921,8.683,9.148
26233,27-06-2024,13:25:50,18.667,8.852,8.924,8.686,9.145
26234,27-06-2024,13:25:54,18.672,8.853,8.925,8.691,9.143
26235,27-06-2024,13:25:58,18.672,8.859,8.927,8.695,9.141
26236,27-06-2024,13:26:02,18.67,8.854,8.922,8.699,9.149
26237,27-06-2024,13:26:06,18.673,8.858,8.923,8.695,9.149
26238,27-06-2024,13:26:10,18.67,8.856,8.929,8.698,9.148
26239,27-06-2024,13:26:14,18.674,8.861,8.922,8.704,9.151
26240,27-06-2024,13:26:18,18.673,8.859,8.931,8.702,9.148
26241,27-06-2024,13:26:22,18.673,8.866,8.935,8.712,9.147
26242,27-06-2024,13:26:26,18.674,8.863,8.933,8.7,9.149
26243,27-06-2024,13:26:30,18.68,8.865,8.941,8.707,9.147
26244,27-06-2024,13:26:34,18.677,8.872,8.934,8.711,9.146
26245,27-06-2024,13:26:38,18.677,8.868,8.933,8.711,9.149
26246,27-06-2024,13:26:42,18.679,8.87,8.939,8.713,9.155
26247,27-06-2024,13:26:46,18.673,8.869,8.93,8.721,9.157
26248,27-06-2024,13:26:50,18.683,8.869,8.945,8.713,9.155
26249,27-06-2024,13:26:54,18.681,8.874,8.935,8.724,9.152
26250,27-06-2024,13:26:58,18.679,8.868,8.949,8.722,9.154
26251,27-06-2024,13:27:02,18.68,8.875,8.947,8.722,9.151
26252,27-06-2024,13:27:06,18.678,8.873,8.952,8.729,9.161
26253,27-06-2024,13:27:10,18.685,8.876,8.938,8.726,9.162
26254,27-06-2024,13:27:14,18.685,8.873,8.943,8.724,9.157
26255,27-06-2024,13:27:18,18.686,8.872,8.95,8.731,9.16
26256,27-06-2024,13:27:22,18.683,8.883,8.949,8.735,9.158
26257,27-06-2024,13:27:26,18.686,8.879,8.951,8.735,9.158
26258,27-06-2024,13:27:30,18.688,8.887,8.946,8.737,9.159
26259,27-06-2024,13:27:34,18.687,8.886,8.946,8.734,9.158
26260,27-06-2024,13:27:38,18.688,8.882,8.953,8.74,9.16
26261,27-06-2024,13:27:42,18.689,8.891,8.947,8.739,9.162
26262,27-06-2024,13:27:46,18.685,8.894,8.955,8.742,9.167
26263,27-06-2024,13:27:50,18.692,8.896,8.951,8.741,9.164
26264,27-06-2024,13:27:54,18.693,8.893,8.958,8.73,9.155
26265,27-06-2024,13:27:58,18.692,8.893,8.957,8.736,9.167
26266,27-06-2024,13:28:02,18.693,8.898,8.959,8.736,9.16
26267,27-06-2024,13:28:06,18.694,8.891,8.959,8.745,9.159
26268,27-06-2024,13:28:10,18.69,8.903,8.961,8.748,9.158
26269,27-06-2024,13:28:14,18.698,8.891,8.964,8.748,9.159
26270,27-06-2024,13:28:18,18.696,8.9,8.965,8.739,9.162
26271,27-06-2024,13:28:22,18.696,8.898,8.963,8.748,9.168
26272,27-06-2024,13:28:26,18.699,8.906,8.963,8.743,9.161
26273,27-06-2024,13:28:30,18.698,8.91,8.964,8.747,9.158
26274,27-06-2024,13:28:34,18.698,8.91,8.969,8.755,9.165
26275,27-06-2024,13:28:38,18.696,8.911,8.969,8.75,9.166
26276,27-06-2024,13:28:42,18.699,8.921,8.968,8.75,9.164
26277,27-06-2024,13:28:46,18.697,8.913,8.97,8.749,9.171
26278,27-06-2024,13:28:50,18.699,8.919,8.974,8.749,9.169
26279,27-06-2024,13:28:54,18.697,8.925,8.968,8.754,9.172
26280,27-06-2024,13:28:58,18.698,8.925,8.975,8.757,9.167
26281,27-06-2024,13:29:02,18.703,8.92,8.968,8.752,9.174
26282,27-06-2024,13:29:06,18.702,8.924,8.981,8.753,9.172
26283,27-06-2024,13:29:10,18.705,8.926,8.97,8.751,9.169
26284,27-06-2024,13:29:14,18.707,8.928,8.971,8.755,9.167
26285,27-06-2024,13:29:18,18.702,8.929,8.972,8.755,9.171
26286,27-06-2024,13:29:22,18.707,8.932,8.973,8.754,9.177
26287,27-06-2024,13:29:26,18.708,8.928,8.976,8.754,9.172
26288,27-06-2024,13:29:30,18.709,8.931,8.979,8.753,9.165
26289,27-06-2024,13:29:34,18.707,8.932,8.982,8.759,9.171
26290,27-06-2024,13:29:38,18.705,8.938,8.976,8.765,9.173
26291,27-06-2024,13:29:42,18.713,8.941,8.98,8.753,9.169
26292,27-06-2024,13:29:46,18.709,8.933,8.977,8.763,9.166
26293,27-06-2024,13:29:50,18.71,8.928,8.979,8.767,9.179
26294,27-06-2024,13:29:54,18.715,8.937,8.971,8.764,9.18
26295,27-06-2024,13:29:58,18.713,8.935,8.975,8.765,9.173
26296,27-06-2024,13:30:02,18.713,8.933,8.989,8.765,9.182
26297,27-06-2024,13:30:06,18.713,8.929,8.983,8.775,9.179
26298,27-06-2024,13:30:10,18.716,8.935,8.988,8.77,9.177
26299,27-06-2024,13:30:14,18.717,8.939,8.987,8.768,9.176
26300,27-06-2024,13:30:18,18.718,8.943,8.983,8.773,9.177
26301,27-06-2024,13:30:22,18.717,8.938,8.986,8.772,9.183
26302,27-06-2024,13:30:26,18.716,8.937,8.979,8.773,9.177
26303,27-06-2024,13:30:30,18.72,8.942,8.988,8.773,9.173
26304,27-06-2024,13:30:34,18.713,8.939,8.985,8.768,9.178
26305,27-06-2024,13:30:38,18.721,8.938,8.988,8.776,9.177
26306,27-06-2024,13:30:42,18.718,8.94,8.987,8.775,9.183
26307,27-06-2024,13:30:46,18.724,8.941,8.99,8.777,9.178
26308,27-06-2024,13:30:50,18.721,8.941,8.991,8.777,9.185
26309,27-06-2024,13:30:54,18.721,8.94,8.989,8.772,9.182
26310,27-06-2024,13:30:58,18.722,8.942,8.989,8.78,9.174
26311,27-06-2024,13:31:02,18.724,8.94,8.989,8.778,9.181
26312,27-06-2024,13:31:06,18.721,8.944,8.994,8.783,9.183
26313,27-06-2024,13:31:10,18.724,8.941,8.987,8.772,9.186
26314,27-06-2024,13:31:14,18.727,8.943,8.991,8.78,9.185
26315,27-06-2024,13:31:18,18.727,8.951,8.985,8.779,9.177
26316,27-06-2024,13:31:22,18.725,8.949,8.994,8.776,9.187
26317,27-06-2024,13:31:26,18.722,8.948,8.996,8.782,9.188
26318,27-06-2024,13:31:30,18.727,8.952,8.993,8.78,9.183
26319,27-06-2024,13:31:34,18.73,8.948,8.989,8.774,9.19
26320,27-06-2024,13:31:38,18.73,8.947,8.988,8.778,9.188
26321,27-06-2024,13:31:42,18.729,8.949,8.99,8.776,9.184
26322,27-06-2024,13:31:46,18.729,8.949,8.986,8.782,9.188
26323,27-06-2024,13:31:50,18.729,8.952,8.998,8.779,9.184
26324,27-06-2024,13:31:54,18.733,8.955,8.991,8.779,9.182
26325,27-06-2024,13:31:58,18.732,8.952,8.989,8.778,9.188
26326,27-06-2024,13:32:02,18.73,8.951,8.992,8.785,9.185
26327,27-06-2024,13:32:06,18.733,8.947,8.995,8.772,9.187
26328,27-06-2024,13:32:10,18.736,8.955,8.991,8.777,9.189
26329,27-06-2024,13:32:14,18.732,8.953,8.992,8.773,9.188
26330,27-06-2024,13:32:18,18.734,8.956,8.995,8.779,9.183
26331,27-06-2024,13:32:22,18.737,8.953,8.995,8.77,9.19
26332,27-06-2024,13:32:26,18.741,8.958,9.001,8.768,9.193
26333,27-06-2024,13:32:30,18.739,8.962,8.991,8.771,9.186
26334,27-06-2024,13:32:34,18.738,8.962,8.995,8.774,9.184
26335,27-06-2024,13:32:38,18.738,8.958,9.001,8.778,9.181
26336,27-06-2024,13:32:42,18.74,8.961,9,8.766,9.189
26337,27-06-2024,13:32:46,18.742,8.957,9.001,8.767,9.187
26338,27-06-2024,13:32:50,18.741,8.96,8.998,8.772,9.185
26339,27-06-2024,13:32:54,18.743,8.958,8.998,8.759,9.189
26340,27-06-2024,13:32:58,18.742,8.955,8.998,8.767,9.19
26341,27-06-2024,13:33:02,18.747,8.962,8.996,8.764,9.185
26342,27-06-2024,13:33:06,18.741,8.962,9.006,8.767,9.188
26343,27-06-2024,13:33:10,18.742,8.965,9.005,8.765,9.194
26344,27-06-2024,13:33:14,18.746,8.957,9.004,8.763,9.191
26345,27-06-2024,13:33:18,18.748,8.965,9.001,8.766,9.193
26346,27-06-2024,13:33:22,18.747,8.963,9.006,8.761,9.198
26347,27-06-2024,13:33:26,18.747,8.963,9.004,8.763,9.19
26348,27-06-2024,13:33:30,18.751,8.963,9.007,8.756,9.192
26349,27-06-2024,13:33:34,18.746,8.966,9.006,8.76,9.194
26350,27-06-2024,13:33:38,18.75,8.963,9.006,8.757,9.19
26351,27-06-2024,13:33:42,18.754,8.96,9.004,8.757,9.191
26352,27-06-2024,13:33:46,18.752,8.963,9.002,8.759,9.193
26353,27-06-2024,13:33:50,18.754,8.967,8.999,8.756,9.19
26354,27-06-2024,13:33:54,18.753,8.965,9.002,8.752,9.194
26355,27-06-2024,13:33:58,18.75,8.959,9.012,8.754,9.199
26356,27-06-2024,13:34:02,18.758,8.972,9,8.749,9.198
26357,27-06-2024,13:34:06,18.758,8.963,9.002,8.75,9.192
26358,27-06-2024,13:34:10,18.755,8.966,9.007,8.754,9.195
26359,27-06-2024,13:34:14,18.759,8.967,9.005,8.752,9.194
26360,27-06-2024,13:34:18,18.758,8.967,9.004,8.745,9.198
26361,27-06-2024,13:34:22,18.761,8.97,9.008,8.745,9.195
26362,27-06-2024,13:34:26,18.759,8.964,9.002,8.75,9.192
26363,27-06-2024,13:34:30,18.758,8.97,9.006,8.749,9.198
26364,27-06-2024,13:34:34,18.761,8.966,9.012,8.749,9.198
26365,27-06-2024,13:34:38,18.761,8.968,9.001,8.744,9.203
26366,27-06-2024,13:34:42,18.76,8.969,9.007,8.744,9.2
26367,27-06-2024,13:34:46,18.76,8.969,9.006,8.74,9.195
26368,27-06-2024,13:34:50,18.763,8.967,8.999,8.745,9.189
26369,27-06-2024,13:34:54,18.765,8.974,9.01,8.745,9.194
26370,27-06-2024,13:34:58,18.766,8.966,9.006,8.731,9.191
26371,27-06-2024,13:35:02,18.767,8.979,9.005,8.745,9.195
26372,27-06-2024,13:35:06,18.769,8.967,9.004,8.741,9.189
26373,27-06-2024,13:35:10,18.769,8.97,9.002,8.742,9.191
26374,27-06-2024,13:35:14,18.767,8.975,9.01,8.739,9.201
26375,27-06-2024,13:35:18,18.769,8.966,8.999,8.734,9.195
26376,27-06-2024,13:35:22,18.772,8.969,9.001,8.739,9.197
26377,27-06-2024,13:35:26,18.77,8.976,9.005,8.732,9.199
26378,27-06-2024,13:35:30,18.772,8.967,9.004,8.739,9.193
26379,27-06-2024,13:35:34,18.772,8.973,9.012,8.736,9.199
26380,27-06-2024,13:35:38,18.772,8.967,9.004,8.737,9.197
26381,27-06-2024,13:35:42,18.774,8.969,9.005,8.732,9.198
26382,27-06-2024,13:35:46,18.777,8.971,9.005,8.732,9.19
26383,27-06-2024,13:35:50,18.77,8.972,9.012,8.732,9.198
26384,27-06-2024,13:35:54,18.774,8.967,9.01,8.733,9.198
26385,27-06-2024,13:35:58,18.775,8.973,9.009,8.739,9.195
26386,27-06-2024,13:36:02,18.778,8.966,9.004,8.732,9.199
26387,27-06-2024,13:36:06,18.777,8.967,9.014,8.74,9.2
26388,27-06-2024,13:36:10,18.776,8.97,9.008,8.728,9.197
26389,27-06-2024,13:36:14,18.775,8.969,9.013,8.735,9.197
26390,27-06-2024,13:36:18,18.779,8.974,9.011,8.737,9.194
26391,27-06-2024,13:36:22,18.781,8.969,9.014,8.738,9.199
26392,27-06-2024,13:36:26,18.782,8.972,9.009,8.729,9.197
26393,27-06-2024,13:36:30,18.782,8.972,9.01,8.735,9.198
26394,27-06-2024,13:36:34,18.784,8.973,9.011,8.735,9.195
26395,27-06-2024,13:36:38,18.78,8.979,9.007,8.73,9.204
26396,27-06-2024,13:36:42,18.78,8.976,9.006,8.735,9.198
26397,27-06-2024,13:36:46,18.782,8.97,9.006,8.733,9.197
26398,27-06-2024,13:36:50,18.782,8.972,9.005,8.736,9.197
26399,27-06-2024,13:36:54,18.783,8.971,9.004,8.733,9.2
26400,27-06-2024,13:36:58,18.782,8.98,9.006,8.73,9.204
26401,27-06-2024,13:37:02,18.789,8.972,9,8.728,9.198
26402,27-06-2024,13:37:06,18.787,8.983,9.012,8.732,9.205
26403,27-06-2024,13:37:10,18.789,8.977,9.01,8.733,9.198
26404,27-06-2024,13:37:14,18.786,8.978,9.005,8.73,9.195
26405,27-06-2024,13:37:18,18.788,8.978,9.007,8.725,9.201
26406,27-06-2024,13:37:22,18.789,8.978,9.003,8.73,9.203
26407,27-06-2024,13:37:26,18.79,8.975,8.997,8.726,9.204
26408,27-06-2024,13:37:30,18.79,8.976,8.989,8.728,9.197
26409,27-06-2024,13:37:34,18.789,8.98,8.993,8.732,9.201
26410,27-06-2024,13:37:38,18.792,8.981,8.993,8.726,9.198
26411,27-06-2024,13:37:42,18.791,8.988,8.998,8.724,9.193
26412,27-06-2024,13:37:46,18.794,8.987,8.991,8.727,9.196
26413,27-06-2024,13:37:50,18.797,8.985,8.986,8.724,9.198
26414,27-06-2024,13:37:54,18.796,8.985,8.988,8.723,9.197
26415,27-06-2024,13:37:58,18.796,8.992,8.982,8.725,9.196
26416,27-06-2024,13:38:02,18.797,8.984,8.985,8.723,9.198
26417,27-06-2024,13:38:06,18.793,8.984,8.991,8.727,9.195
26418,27-06-2024,13:38:10,18.8,8.982,8.989,8.719,9.195
26419,27-06-2024,13:38:14,18.801,8.983,8.98,8.724,9.193
26420,27-06-2024,13:38:18,18.799,8.991,8.979,8.726,9.199
26421,27-06-2024,13:38:22,18.8,8.988,8.98,8.726,9.194
26422,27-06-2024,13:38:26,18.804,8.981,8.974,8.718,9.194
26423,27-06-2024,13:38:30,18.804,8.989,8.978,8.72,9.193
26424,27-06-2024,13:38:34,18.8,8.982,8.967,8.727,9.2
26425,27-06-2024,13:38:38,18.803,8.989,8.971,8.724,9.2
26426,27-06-2024,13:38:42,18.802,8.986,8.974,8.724,9.197
26427,27-06-2024,13:38:46,18.801,8.991,8.969,8.723,9.193
26428,27-06-2024,13:38:50,18.802,8.985,8.968,8.718,9.197
26429,27-06-2024,13:38:54,18.805,8.988,8.966,8.71,9.198
26430,27-06-2024,13:38:58,18.805,8.984,8.963,8.713,9.198
26431,27-06-2024,13:39:02,18.806,8.987,8.96,8.717,9.194
26432,27-06-2024,13:39:06,18.808,8.988,8.966,8.711,9.193
26433,27-06-2024,13:39:10,18.811,8.978,8.955,8.71,9.199
26434,27-06-2024,13:39:14,18.811,8.984,8.952,8.71,9.189
26435,27-06-2024,13:39:18,18.808,8.984,8.952,8.711,9.193
26436,27-06-2024,13:39:22,18.809,8.988,8.949,8.713,9.194
26437,27-06-2024,13:39:26,18.811,8.981,8.957,8.712,9.193
26438,27-06-2024,13:39:30,18.813,8.985,8.949,8.715,9.192
26439,27-06-2024,13:39:34,18.815,8.983,8.954,8.713,9.198
26440,27-06-2024,13:39:38,18.814,8.99,8.952,8.705,9.194
26441,27-06-2024,13:39:42,18.812,8.994,8.952,8.715,9.202
26442,27-06-2024,13:39:46,18.815,8.992,8.953,8.708,9.197
26443,27-06-2024,13:39:50,18.813,8.997,8.955,8.706,9.192
26444,27-06-2024,13:39:54,18.817,8.992,8.944,8.705,9.198
26445,27-06-2024,13:39:58,18.817,8.994,8.952,8.705,9.191
26446,27-06-2024,13:40:02,18.815,8.996,8.946,8.709,9.201
26447,27-06-2024,13:40:06,18.82,8.997,8.942,8.708,9.194
26448,27-06-2024,13:40:10,18.82,8.992,8.945,8.705,9.199
26449,27-06-2024,13:40:14,18.822,8.996,8.939,8.706,9.195
26450,27-06-2024,13:40:18,18.82,8.996,8.932,8.701,9.195
26451,27-06-2024,13:40:22,18.822,8.995,8.95,8.702,9.195
26452,27-06-2024,13:40:26,18.823,8.996,8.939,8.707,9.195
26453,27-06-2024,13:40:30,18.822,8.995,8.942,8.702,9.199
26454,27-06-2024,13:40:34,18.824,8.996,8.942,8.7,9.199
26455,27-06-2024,13:40:38,18.824,8.994,8.941,8.704,9.192
26456,27-06-2024,13:40:42,18.825,8.998,8.948,8.695,9.198
26457,27-06-2024,13:40:46,18.826,8.996,8.942,8.708,9.191
26458,27-06-2024,13:40:50,18.827,8.993,8.934,8.696,9.193
26459,27-06-2024,13:40:54,18.825,8.993,8.938,8.702,9.194
26460,27-06-2024,13:40:58,18.83,8.996,8.94,8.702,9.191
26461,27-06-2024,13:41:02,18.827,8.996,8.94,8.7,9.187
26462,27-06-2024,13:41:06,18.83,8.998,8.941,8.701,9.19
26463,27-06-2024,13:41:10,18.829,8.999,8.938,8.697,9.192
26464,27-06-2024,13:41:14,18.832,9.007,8.937,8.694,9.189
26465,27-06-2024,13:41:18,18.832,9,8.938,8.696,9.193
26466,27-06-2024,13:41:22,18.832,9.003,8.928,8.699,9.194
26467,27-06-2024,13:41:26,18.833,9.003,8.935,8.702,9.192
26468,27-06-2024,13:41:30,18.831,9,8.932,8.704,9.189
26469,27-06-2024,13:41:34,18.835,9.001,8.936,8.702,9.193
26470,27-06-2024,13:41:38,18.836,9.002,8.926,8.701,9.192
26471,27-06-2024,13:41:42,18.835,8.997,8.926,8.705,9.185
26472,27-06-2024,13:41:46,18.834,9.001,8.93,8.701,9.192
26473,27-06-2024,13:41:50,18.836,9.009,8.93,8.704,9.189
26474,27-06-2024,13:41:54,18.837,9.004,8.928,8.707,9.191
26475,27-06-2024,13:41:58,18.84,9.011,8.913,8.704,9.185
26476,27-06-2024,13:42:02,18.839,9.002,8.918,8.696,9.194
26477,27-06-2024,13:42:06,18.843,9.009,8.917,8.706,9.193
26478,27-06-2024,13:42:10,18.839,9.003,8.92,8.708,9.19
26479,27-06-2024,13:42:14,18.837,9.011,8.917,8.7,9.188
26480,27-06-2024,13:42:18,18.837,9.001,8.929,8.708,9.189
26481,27-06-2024,13:42:22,18.841,8.996,8.923,8.703,9.19
26482,27-06-2024,13:42:26,18.841,8.999,8.918,8.701,9.19
26483,27-06-2024,13:42:30,18.843,8.996,8.925,8.703,9.189
26484,27-06-2024,13:42:34,18.845,8.992,8.918,8.705,9.185
26485,27-06-2024,13:42:38,18.84,8.989,8.924,8.696,9.191
26486,27-06-2024,13:42:42,18.844,8.981,8.926,8.696,9.184
26487,27-06-2024,13:42:46,18.843,8.982,8.923,8.69,9.189
26488,27-06-2024,13:42:50,18.843,8.98,8.924,8.693,9.185
26489,27-06-2024,13:42:54,18.844,8.971,8.918,8.687,9.174
26490,27-06-2024,13:42:58,18.844,8.977,8.921,8.689,9.182
26491,27-06-2024,13:43:02,18.844,8.974,8.919,8.678,9.179
26492,27-06-2024,13:43:06,18.845,8.977,8.913,8.671,9.183
26493,27-06-2024,13:43:10,18.843,8.971,8.916,8.678,9.175
26494,27-06-2024,13:43:14,18.847,8.973,8.915,8.667,9.167
26495,27-06-2024,13:43:18,18.842,8.968,8.914,8.662,9.173
26496,27-06-2024,13:43:22,18.849,8.966,8.907,8.655,9.17
26497,27-06-2024,13:43:26,18.849,8.969,8.916,8.646,9.168
26498,27-06-2024,13:43:30,18.846,8.962,8.902,8.651,9.165
26499,27-06-2024,13:43:34,18.848,8.961,8.906,8.636,9.166
26500,27-06-2024,13:43:38,18.852,8.961,8.9,8.635,9.161
26501,27-06-2024,13:43:42,18.85,8.966,8.898,8.622,9.16
26502,27-06-2024,13:43:46,18.855,8.957,8.889,8.619,9.156
26503,27-06-2024,13:43:50,18.851,8.948,8.892,8.613,9.152
26504,27-06-2024,13:43:54,18.853,8.945,8.898,8.611,9.153
26505,27-06-2024,13:43:58,18.853,8.941,8.888,8.597,9.151
26506,27-06-2024,13:44:02,18.855,8.934,8.886,8.59,9.148
26507,27-06-2024,13:44:06,18.855,8.942,8.882,8.579,9.146
26508,27-06-2024,13:44:10,18.854,8.942,8.876,8.582,9.144
26509,27-06-2024,13:44:14,18.853,8.935,8.876,8.575,9.139
26510,27-06-2024,13:44:18,18.856,8.929,8.872,8.569,9.135
26511,27-06-2024,13:44:22,18.854,8.931,8.876,8.56,9.13
26512,27-06-2024,13:44:26,18.854,8.927,8.865,8.551,9.132
26513,27-06-2024,13:44:30,18.856,8.916,8.867,8.546,9.125
26514,27-06-2024,13:44:34,18.853,8.907,8.867,8.54,9.128
26515,27-06-2024,13:44:38,18.856,8.899,8.856,8.53,9.121
26516,27-06-2024,13:44:42,18.862,8.892,8.853,8.517,9.118
26517,27-06-2024,13:44:46,18.857,8.886,8.849,8.506,9.115
26518,27-06-2024,13:44:50,18.859,8.882,8.845,8.497,9.109
26519,27-06-2024,13:44:54,18.857,8.875,8.845,8.491,9.11
26520,27-06-2024,13:44:58,18.861,8.874,8.841,8.483,9.113
26521,27-06-2024,13:45:02,18.861,8.869,8.834,8.478,9.101
26522,27-06-2024,13:45:06,18.861,8.86,8.834,8.466,9.093
26523,27-06-2024,13:45:10,18.862,8.838,8.83,8.45,9.102
26524,27-06-2024,13:45:14,18.865,8.814,8.818,8.443,9.09
26525,27-06-2024,13:45:18,18.862,8.801,8.819,8.435,9.086
26526,27-06-2024,13:45:22,18.865,8.787,8.814,8.425,9.083
26527,27-06-2024,13:45:26,18.863,8.786,8.813,8.415,9.08
26528,27-06-2024,13:45:30,18.864,8.773,8.818,8.411,9.079
26529,27-06-2024,13:45:34,18.866,8.775,8.805,8.402,9.078
26530,27-06-2024,13:45:38,18.866,8.767,8.8,8.398,9.07
26531,27-06-2024,13:45:42,18.864,8.772,8.8,8.391,9.073
26532,27-06-2024,13:45:46,18.866,8.767,8.801,8.382,9.065
26533,27-06-2024,13:45:50,18.868,8.758,8.788,8.376,9.058
26534,27-06-2024,13:45:54,18.87,8.75,8.788,8.366,9.052
26535,27-06-2024,13:45:58,18.868,8.745,8.786,8.359,9.054
26536,27-06-2024,13:46:02,18.866,8.745,8.781,8.349,9.057
26537,27-06-2024,13:46:06,18.869,8.734,8.782,8.34,9.051
26538,27-06-2024,13:46:10,18.87,8.73,8.776,8.333,9.042
26539,27-06-2024,13:46:14,18.868,8.725,8.777,8.323,9.039
26540,27-06-2024,13:46:18,18.872,8.72,8.766,8.313,9.037
26541,27-06-2024,13:46:22,18.873,8.717,8.76,8.307,9.033
26542,27-06-2024,13:46:26,18.871,8.709,8.757,8.301,9.034
26543,27-06-2024,13:46:30,18.873,8.711,8.755,8.29,9.034
26544,27-06-2024,13:46:34,18.874,8.708,8.75,8.282,9.024
26545,27-06-2024,13:46:38,18.875,8.704,8.743,8.273,9.016
26546,27-06-2024,13:46:42,18.878,8.7,8.742,8.265,9.015
26547,27-06-2024,13:46:46,18.875,8.705,8.739,8.258,9.01
26548,27-06-2024,13:46:50,18.875,8.692,8.733,8.251,9.01
26549,27-06-2024,13:46:54,18.877,8.7,8.734,8.24,9.004
26550,27-06-2024,13:46:58,18.879,8.691,8.732,8.229,9.002
26551,27-06-2024,13:47:02,18.88,8.691,8.733,8.224,8.998
26552,27-06-2024,13:47:06,18.875,8.691,8.735,8.211,9.003
26553,27-06-2024,13:47:10,18.88,8.687,8.725,8.207,8.988
26554,27-06-2024,13:47:14,18.882,8.685,8.718,8.2,8.975
26555,27-06-2024,13:47:18,18.884,8.679,8.718,8.185,8.977
26556,27-06-2024,13:47:22,18.888,8.688,8.712,8.179,8.968
26557,27-06-2024,13:47:26,18.884,8.681,8.698,8.17,8.967
26558,27-06-2024,13:47:30,18.886,8.678,8.707,8.166,8.962
26559,27-06-2024,13:47:34,18.884,8.678,8.699,8.163,8.959
26560,27-06-2024,13:47:38,18.885,8.673,8.699,8.153,8.959
26561,27-06-2024,13:47:42,18.888,8.666,8.696,8.15,8.956
26562,27-06-2024,13:47:46,18.889,8.665,8.693,8.144,8.954
26563,27-06-2024,13:47:50,18.888,8.66,8.684,8.142,8.953
26564,27-06-2024,13:47:54,18.892,8.656,8.688,8.141,8.948
26565,27-06-2024,13:47:58,18.893,8.661,8.681,8.138,8.946
26566,27-06-2024,13:48:02,18.893,8.659,8.678,8.13,8.943
